"code","동","구","집세","청년남자비율","청년여자비율","범죄안전","교통안전","편의시설","쇼핑시설","외식시설","대중교통","체육시설"
1124082,"위례동","송파구",67.095149650854,35.1964788100642,48.6952592697427,49.8702612478592,46.1944161851413,45.7024037903754,40.1748778838232,43.1047919891932,58.7240967683992,39.2957887893639
1121078,"은천동","관악구",41.5834780645252,55.6133296462537,54.7004240178386,46.2391028466393,43.3422837129644,43.835551898657,50.9584836898098,49.6452130106296,68.1603647015657,46.8450962160194
1102060,"을지로동","중구",67.2585335269248,27.4363356096299,11.7891803000012,88.4179866473916,164.610731048486,32.6611098610855,77.6760741941945,54.7322071384135,49.2878288352327,52.0715398190886
1104058,"응봉동","성동구",23.459090106092,33.9130590091216,41.9664478434959,47.6293243876336,51.3705084494624,30.2608717145905,38.5653844799446,33.5121744910865,39.8515609020663,34.9404191201395
1112059,"응암1동","은평구",43.9220883536943,42.5427991909544,48.2345414964809,46.6456318938249,45.9831471131282,50.6362266470597,46.4519021589497,49.572541665947,30.4152929688998,47.425812171916
1112060,"응암2동","은평구",43.6584454402397,40.1074692559886,42.4377926010747,48.2656547279673,47.673299689233,44.5022847171279,39.6920298626596,34.6749160060086,30.4152929688998,36.1018510319327
1112073,"응암3동","은평구",43.5417998601593,44.3366885645691,39.5357245848265,46.1655902182581,44.9268017530627,33.4611892432505,57.7183559860999,63.4527685003287,30.4152929688998,50.6197499293472
1106089,"이문1동","동대문구",31.405394665254,71.4723744041181,57.8568851541034,45.832760313997,43.447918248971,33.861228934333,47.5785475416647,51.0986399042822,49.2878288352327,50.6197499293472
1106090,"이문2동","동대문구",31.4416676793363,40.7946458389235,40.3550826023855,48.4309423278582,46.7225888651741,55.6767267546992,43.0719660108047,39.1805393763314,49.2878288352327,39.2957887893639
1103063,"이촌1동","용산구",48.3856026148606,24.3299436004716,40.6634748692782,46.7249527048549,45.1380708250758,34.6613083164981,50.1537369878705,51.31665393833,30.4152929688998,50.3293919513989
1103064,"이촌2동","용산구",48.3856026148606,44.0001605901929,44.3184690663961,54.704883158674,59.6100022579734,32.6611098610855,39.6920298626596,34.4569019719607,30.4152929688998,35.8114930539844
1103065,"이태원1동","용산구",52.1171419183736,53.9860793660736,53.7716933694488,54.6649075673387,61.4057893700848,31.460990787838,48.5442435839919,73.118057343118,39.8515609020663,52.9426137529335
