"날짜","도시","노선번호","지하철역ID","지하철역명","승차승객수","하차승객수","시도","구군","동면","나머지주소"
"2016-01-01 00:00:00","서울","1호선","0150","서울역","1890738","1631806","서울특별시","중구","남대문로5가","73-6 서울역 1호선"
"2016-01-01 00:00:00","서울","1호선","0151","시청","749393","742386","서울특별시","중구","정동","5-5 시청역 1호선"
"2016-01-01 00:00:00","서울","1호선","0152","종각","1457527","1370192","서울특별시","종로구","종로1가","54 종각지하철역사"
"2016-01-01 00:00:00","서울","1호선","0153","종로3가","1173239","1118129","서울특별시","종로구","종로3가","10-5 1호선 종로3가역"
"2016-01-01 00:00:00","서울","1호선","0154","종로5가","824771","820655","서울특별시","종로구","종로5가","82-1 1호선 종로5가역"
"2016-01-01 00:00:00","서울","1호선","0155","동대문","459219","526344","서울특별시","종로구","창신동","492-1 1호선 동대문역"
"2016-01-01 00:00:00","서울","1호선","0156","신설동","476275","461568","서울특별시","동대문구","신설동","76-5 신설동역"
"2016-01-01 00:00:00","서울","1호선","0157","제기동","586002","598961","서울특별시","동대문구","제기동","65 제기동역"
"2016-01-01 00:00:00","서울","1호선","0158","청량리(지하)","891211","922482","서울특별시","동대문구","전농동","620-69 청량리역"
"2016-01-01 00:00:00","서울","1호선","0159","동묘앞","281335","299777","서울특별시","종로구","숭인동","117 동묘앞역"
"2016-01-01 00:00:00","서울","2호선","0202","을지로입구","1549556","1538538","서울특별시","중구","을지로1가","100-1 을지로입구역 2호선"
"2016-01-01 00:00:00","서울","2호선","0203","을지로3가","589050","580734","서울특별시","중구","을지로3가","347-3 을지로3가역 2호선"
"2016-01-01 00:00:00","서울","2호선","0204","을지로4가","382930","376266","서울특별시","중구","을지로4가","267-1 을지로4가역 2호선"
"2016-01-01 00:00:00","서울","2호선","0205","동대문역사문화공원","509378","578237","서울특별시","중구","을지로7가","112-3 동대문역사문화공원역 2호선"
"2016-01-01 00:00:00","서울","2호선","0206","신당","441432","468039","서울특별시","중구","신당동","99 신당역 2호선"
"2016-01-01 00:00:00","서울","2호선","0207","상왕십리","317097","300714","서울특별시","성동구","하왕십리동","946-14 상왕십리역"
"2016-01-01 00:00:00","서울","2호선","0209","한양대","240219","267215","서울특별시","성동구","행당동","산17 한양대역"
"2016-01-01 00:00:00","서울","2호선","0210","뚝섬","447765","472300","서울특별시","성동구","성수동1가","656-745 뚝섬역"
"2016-01-01 00:00:00","서울","2호선","0211","성수","731626","799034","서울특별시","성동구","성수동2가","300-1 성수역"
"2016-01-01 00:00:00","서울","2호선","0212","건대입구","1333148","1458934","서울특별시","광진구","화양동","7-3 2호선 건대입구역"
"2016-01-01 00:00:00","서울","2호선","0213","구의","718099","704770","서울특별시","광진구","구의동","245-24 2호선 구의역"
"2016-01-01 00:00:00","서울","2호선","0214","강변","1471365","1456627","서울특별시","광진구","구의동","546-6 2호선 강변역"
"2016-01-01 00:00:00","서울","2호선","0215","잠실나루","524156","500197","서울특별시","송파구","신천동","15 잠실나루역"
"2016-01-01 00:00:00","서울","2호선","0216","잠실","2517093","2331882","서울특별시","송파구","잠실동","8 잠실역2호선"
"2016-01-01 00:00:00","서울","2호선","0217","신천","787424","781689","서울특별시","송파구","잠실동","33 신천역"
"2016-01-01 00:00:00","서울","2호선","0218","종합운동장","348458","382260","서울특별시","송파구","잠실동","122 종합운동장역"
"2016-01-01 00:00:00","서울","2호선","0219","삼성","1668085","1707259","서울특별시","강남구","삼성동","172-66 삼성역"
"2016-01-01 00:00:00","서울","2호선","0220","선릉","1654730","1418971","서울특별시","강남구","삼성동","172-66 선릉역"
"2016-01-01 00:00:00","서울","2호선","0221","역삼","1403960","1529921","서울특별시","강남구","역삼동","804 역삼역"
"2016-01-01 00:00:00","서울","2호선","0222","강남","3262138","3309679","서울특별시","강남구","역삼동","858 강남역"
"2016-01-01 00:00:00","서울","2호선","0223","교대","1111588","1224115","서울특별시","서초구","서초동","1748-4 교대역"
"2016-01-01 00:00:00","서울","2호선","0224","서초","663089","672566","서울특별시","서초구","서초동","1748-5 서초역"
"2016-01-01 00:00:00","서울","2호선","0225","방배","575863","580098","서울특별시","서초구","방배동","912-14 방배역"
"2016-01-01 00:00:00","서울","2호선","0226","사당","1300992","1453038","서울특별시","동작구","사당동","1129 사당역(2호선)"
"2016-01-01 00:00:00","서울","2호선","0227","낙성대","914208","882462","서울특별시","관악구","봉천동","1693-39 2호선 낙성대역사"
"2016-01-01 00:00:00","서울","2호선","0228","서울대입구","1554850","1529357","서울특별시","관악구","봉천동","979-2 서울대입구역사"
"2016-01-01 00:00:00","서울","2호선","0229","봉천","704420","659666","서울특별시","관악구","봉천동","979-7 2호선 봉천역사"
"2016-01-01 00:00:00","서울","2호선","0230","신림","2200199","2162514","서울특별시","관악구","신림동","1467-10 2호선 신림역사"
"2016-01-01 00:00:00","서울","2호선","0231","신대방","814906","781024","서울특별시","동작구","신대방동","643-1 신대방역2호선"
"2016-01-01 00:00:00","서울","2호선","0232","구로디지털단지","1891279","1902007","서울특별시","구로구","구로동","810-3 구로디지털단지역"
"2016-01-01 00:00:00","서울","2호선","0233","대림","932677","968867","서울특별시","구로구","구로동","1204 대림역"
"2016-01-01 00:00:00","서울","2호선","0234","신도림","1891931","1865371","서울특별시","구로구","신도림동","460-26 2호선 신도림역"
"2016-01-01 00:00:00","서울","2호선","0235","문래","555154","562518","서울특별시","영등포구","문래동3가","68-1 문래역"
"2016-01-01 00:00:00","서울","2호선","0236","영등포구청","630629","630021","서울특별시","영등포구","당산로27길","지하121"
"2016-01-01 00:00:00","서울","2호선","0237","당산","629080","697299","서울특별시","영등포구","당산동6가","323-1 당산역"
"2016-01-01 00:00:00","서울","2호선","0238","합정","984922","1006436","서울특별시","마포구","서교동","393 합정역"
"2016-01-01 00:00:00","서울","2호선","0239","홍대입구","2291224","2429840","서울특별시","마포구","동교동","165 홍대입구역"
"2016-01-01 00:00:00","서울","2호선","0240","신촌","1557480","1586341","서울특별시","마포구","노고산동","31-11 신촌역"
"2016-01-01 00:00:00","서울","2호선","0241","이대","593137","616473","서울특별시","마포구","염리동","8-85 이대역"
"2016-01-01 00:00:00","서울","2호선","0242","아현","285835","269421","서울특별시","마포구","아현동","354-23 아현역"
"2016-01-01 00:00:00","서울","2호선","0243","충정로","336465","358664","서울특별시","서대문구","충정로3가","319-1 충정로역(2호선)"
"2016-01-01 00:00:00","서울","2호선","0244","용답","73074","73374","서울특별시","성동구","용답동","127 용답역"
"2016-01-01 00:00:00","서울","2호선","0245","신답","38211","43326","서울특별시","성동구","용답동","129-2 신답역"
"2016-01-01 00:00:00","서울","2호선","0247","도림천","28461","31468","서울특별시","구로구","신도림동","323-16 도림천역"
"2016-01-01 00:00:00","서울","2호선","0248","양천구청","210919","222507","서울특별시","양천구","신정동","276-7 양천구청역"
"2016-01-01 00:00:00","서울","2호선","0249","신정네거리","318478","321648","서울특별시","양천구","신정동","1231 신정네거리역"
"2016-01-01 00:00:00","서울","2호선","0250","용두","66044","70119","서울특별시","동대문구","용두동","47-1 용두역"
"2016-01-01 00:00:00","서울","3호선","0309","지축","34664","36144","경기도","고양시","덕양구","지축동 818-64 지축차량기지"
"2016-01-01 00:00:00","서울","3호선","0310","구파발","493819","408027","서울특별시","은평구","진관동","67-26 3호선 구파발역사무소"
"2016-01-01 00:00:00","서울","3호선","0311","연신내","1212772","1155470","서울특별시","은평구","갈현동","397 3"
"2016-01-01 00:00:00","서울","3호선","0312","불광","568398","618580","서울특별시","은평구","대조동","14-1 3"
"2016-01-01 00:00:00","서울","3호선","0313","녹번","428597","371494","서울특별시","은평구","녹번동","55 지하철3호선 녹번역"
"2016-01-01 00:00:00","서울","3호선","0314","홍제","581135","546669","서울특별시","서대문구","홍제동","161-1 홍제역"
"2016-01-01 00:00:00","서울","3호선","0315","무악재","125368","124254","서울특별시","서대문구","홍제동","26-1 무악재역"
"2016-01-01 00:00:00","서울","3호선","0316","독립문","216671","221035","서울특별시","서대문구","현저동","101 독립문역"
"2016-01-01 00:00:00","서울","3호선","0317","경복궁","639833","671747","서울특별시","종로구","적선동","81-1 3호선 경복궁역"
"2016-01-01 00:00:00","서울","3호선","0318","안국","760343","818722","서울특별시","종로구","안국동","155-2 3호선 안국역"
"2016-01-01 00:00:00","서울","3호선","0321","충무로","38","0","서울특별시","중구","필동2가","16-2 충무로역 3"
"2016-01-01 00:00:00","서울","3호선","0322","동대입구","308658","339395","서울특별시","중구","장충동2가","199-3 동대입구역 3호선"
"2016-01-01 00:00:00","서울","3호선","0323","약수","424815","408703","서울특별시","중구","신당동","369-44 약수역 3호선"
"2016-01-01 00:00:00","서울","3호선","0324","금호","230334","212638","서울특별시","성동구","금호동4가","1470 금호역"
"2016-01-01 00:00:00","서울","3호선","0325","옥수","291101","307042","서울특별시","성동구","동호로","지하21"
"2016-01-01 00:00:00","서울","3호선","0326","압구정","1092262","1194878","서울특별시","강남구","신사동","668 압구정역"
"2016-01-01 00:00:00","서울","3호선","0327","신사","947159","1026367","서울특별시","강남구","신사동","667 신사역"
"2016-01-01 00:00:00","서울","3호선","0328","잠원","157715","153661","서울특별시","서초구","잠원동","100-1 잠원역"
"2016-01-01 00:00:00","서울","3호선","0329","고속터미널","1680071","1737950","서울특별시","서초구","반포동","19-11 강남고속터미널역"
"2016-01-01 00:00:00","서울","3호선","0331","남부터미널","1102907","1125382","서울특별시","서초구","서초동","1748-30 남부터미널역"
"2016-01-01 00:00:00","서울","3호선","0332","양재","1233103","1313518","서울특별시","서초구","서초동","1366-9 양재역"
"2016-01-01 00:00:00","서울","3호선","0333","매봉","352942","338270","서울특별시","강남구","도곡동","179-2 매봉역"
"2016-01-01 00:00:00","서울","3호선","0334","도곡","204680","196724","서울특별시","강남구","도곡동","339-2 도곡역"
"2016-01-01 00:00:00","서울","3호선","0335","대치","369810","346189","서울특별시","강남구","대치동","317-3 대치역"
"2016-01-01 00:00:00","서울","3호선","0336","학여울","99968","101777","서울특별시","강남구","대치동","514-3 학여울역"
"2016-01-01 00:00:00","서울","3호선","0337","대청","300779","268743","서울특별시","강남구","일원동","700-9 대청역"
"2016-01-01 00:00:00","서울","3호선","0338","일원","268665","277568","서울특별시","강남구","일원동","717 일원역"
"2016-01-01 00:00:00","서울","3호선","0339","수서","354025","368275","서울특별시","강남구","수서동","728 수서역"
"2016-01-01 00:00:00","서울","3호선","0340","가락시장","263252","245090","서울특별시","송파구","가락동","184-23 가락시장역"
"2016-01-01 00:00:00","서울","3호선","0341","경찰병원","223550","223991","서울특별시","송파구","가락동","10-15 경찰병원역"
"2016-01-01 00:00:00","서울","3호선","0342","오금","197435","176695","서울특별시","송파구","오금동","44-2 오금역"
"2016-01-01 00:00:00","서울","4호선","0409","당고개","393399","368958","서울특별시","노원구","상계동","111 당고개역"
"2016-01-01 00:00:00","서울","4호선","0410","상계","648026","581816","서울특별시","노원구","상계동","156-203 상계역"
"2016-01-01 00:00:00","서울","4호선","0411","노원","699730","779274","서울특별시","노원구","상계동","602-5 노원역 4호선"
"2016-01-01 00:00:00","서울","4호선","0412","창동","877040","948985","서울특별시","도봉구","창동","135-1 창동역"
"2016-01-01 00:00:00","서울","4호선","0413","쌍문","986357","846048","서울특별시","도봉구","창동","703-4 쌍문역"
"2016-01-01 00:00:00","서울","4호선","0414","수유(강북구청)","1330927","1295430","서울특별시","강북구","수유동","140 수유역"
"2016-01-01 00:00:00","서울","4호선","0415","미아","554613","505946","서울특별시","강북구","미아동","194-1 미아역"
"2016-01-01 00:00:00","서울","4호선","0416","미아사거리","990883","967476","서울특별시","강북구","미아동","66-1 미아사거리역"
"2016-01-01 00:00:00","서울","4호선","0417","길음","780917","734652","서울특별시","성북구","길음동","877-66 길음역"
"2016-03-01 00:00:00","서울","경춘선","1316","금곡","50623","48650","경기도","남양주시","금곡동","687-4"
"2016-01-01 00:00:00","서울","4호선","0418","성신여대입구","751997","698143","서울특별시","성북구","동선동4가","1 성신여대입구역"
"2016-01-01 00:00:00","서울","4호선","0419","한성대입구","450604","435199","서울특별시","성북구","삼선동1가","14 한성대입구역"
"2016-01-01 00:00:00","서울","4호선","0420","혜화","1290769","1351309","서울특별시","종로구","명륜4가","96-5 4호선 혜화역"
"2016-01-01 00:00:00","서울","4호선","0424","명동","1176351","1285788","서울특별시","중구","충무로2가","109-2 명동역 4호선"
"2016-01-01 00:00:00","서울","4호선","0425","회현","826103","870094","서울특별시","중구","남창동","64-1 회현역 4호선"
"2016-01-01 00:00:00","서울","4호선","0426","서울역","340429","633836","서울특별시","용산구","동자동","14-151 4호선 서울역"
"2016-01-01 00:00:00","서울","4호선","0427","숙대입구","478190","471392","서울특별시","용산구","갈월동","16-7 숙대입구역"
"2016-01-01 00:00:00","서울","4호선","0428","삼각지","148431","185790","서울특별시","용산구","한강로1가","228-1 4호선 삼각지역"
"2016-01-01 00:00:00","서울","4호선","0429","신용산","399281","425579","서울특별시","용산구","한강로2가","181 4호선 신용산역"
"2016-01-01 00:00:00","서울","4호선","0430","이촌","281753","311642","서울특별시","용산구","용산동5가","17-112 4호선 이촌역"
"2016-01-01 00:00:00","서울","4호선","0431","동작","63604","67393","서울특별시","동작구","동작동","327-1 4호선 동작역 Dongjak s.t"
"2016-01-01 00:00:00","서울","4호선","0432","총신대입구","660368","736093","서울특별시","동작구","사당동","736-1 총신대입구(이수)역4호선"
"2016-01-01 00:00:00","서울","4호선","0434","남태령","32220","26870","서울특별시","서초구","방배동","2909 남태령역"
"2016-01-01 00:00:00","서울","경부선","1002","남영","321416","340731","서울특별시","용산구","갈월동","96-1 남영역"
"2016-01-01 00:00:00","서울","경부선","1003","용산","1197777","1193100","서울특별시","용산구","한강로3가","40-999 용산역"
"2016-01-01 00:00:00","서울","경부선","1004","노량진","649443","624302","서울특별시","동작구","노량진동","67-2 노량진역"
"2016-01-01 00:00:00","서울","경부선","1005","대방","464004","463308","서울특별시","영등포구","신길동","1368-3 대방역"
"2016-01-01 00:00:00","서울","경부선","1006","영등포","1573670","1650528","서울특별시","영등포구","영등포동","618-496 영등포 민자역사"
"2016-01-01 00:00:00","서울","경부선","1032","신길","304218","247783","서울특별시","영등포구","신길동","41-1 신길역"
"2016-01-01 00:00:00","서울","경부선","1701","구로","644156","665046","서울특별시","구로구","구로동","585-3 구로역"
"2016-01-01 00:00:00","서울","경부선","1702","가산디지털단지","469150","554861","서울특별시","금천구","가산동","468-4 가산디지털단지역"
"2016-01-01 00:00:00","서울","경부선","1703","금천구청","326124","308787","서울특별시","금천구","시흥동","113-55"
"2016-01-01 00:00:00","서울","경부선","1704","석수","330331","297047","경기도","안양시","만안구","석수동 737 석수역"
"2016-01-01 00:00:00","서울","경부선","1705","관악","254089","238179","경기도","안양시","만안구","석수동 110-21 관악역"
"2016-01-01 00:00:00","서울","경부선","1706","안양","761003","759966","경기도","안양시","만안구","안양동 88-1 안양역"
"2016-01-01 00:00:00","서울","경부선","1707","명학","288447","287252","경기도","안양시","만안구","안양동 1163-1 명학역"
"2016-01-01 00:00:00","서울","경부선","1708","금정","851871","843880","경기도","군포시","금정동","613 금정역"
"2016-01-01 00:00:00","서울","경부선","1709","군포","211536","199909","경기도","군포시","당동","134-1 군포역"
"2016-01-01 00:00:00","서울","경부선","1710","의왕","245484","233198","경기도","의왕시","삼동","191 의왕역"
"2016-01-01 00:00:00","서울","경부선","1711","성균관대","447904","426788","경기도","수원시","장안구","율전동 495-2 성대역사"
"2016-01-01 00:00:00","서울","경부선","1712","화서","240662","236557","경기도","수원시","팔달구","화서동 464 화서역"
"2016-01-01 00:00:00","서울","경부선","1713","수원","1254071","1343591","경기도","수원시","팔달구","매산로1가 18 AK플라자"
"2016-01-01 00:00:00","서울","경부선","1714","독산","460196","481650","서울특별시","금천구","가산동","717 독산역"
"2016-01-01 00:00:00","서울","경부선","1715","세류","119066","113722","경기도","수원시","권선구","장지동 44-2"
"2016-01-01 00:00:00","서울","경부선","1716","병점","408364","409993","경기도","화성시","진안동","824-1 병점역"
"2016-01-01 00:00:00","서울","경부선","1717","세마","71643","65104","경기도","오산시","세교동","244-5 세마역"
"2016-01-01 00:00:00","서울","경부선","1718","오산대","65321","61057","경기도","오산시","수청동","435-1 오산대역"
"2016-01-01 00:00:00","서울","경부선","1719","오산","286687","280106","경기도","오산시","오산동","603-116 오산역"
"2016-01-01 00:00:00","서울","경부선","1720","진위","43280","39037","경기도","평택시","진위면","하북리 139-3"
"2016-01-01 00:00:00","서울","경부선","1721","송탄","135748","132755","경기도","평택시","신장동","257-5"
"2016-01-01 00:00:00","서울","경부선","1722","서정리","128786","128446","경기도","평택시","서정동","427-53 서정리역"
"2016-01-01 00:00:00","서울","경부선","1723","지제","24638","24280","경기도","평택시","지제동","559-4"
"2016-01-01 00:00:00","서울","경부선","1724","평택","380162","373519","경기도","평택시","평택동","185-579 평택민자역사"
"2016-01-01 00:00:00","서울","경부선","1725","성환","98878","99593","충청남도","천안시","서북구","성환읍 성환리 449-128 성환역"
"2016-01-01 00:00:00","서울","경부선","1726","직산","27883","29984","충청남도","천안시","서북구","직산읍 모시리 58-11 직산역"
"2016-01-01 00:00:00","서울","경부선","1727","두정","159470","162171","충청남도","천안시","서북구","두정동 84-1 두정역"
"2016-01-01 00:00:00","서울","경부선","1728","천안","221160","215606","충청남도","천안시","동남구","대흥동 57-1 천안역"
"2016-01-01 00:00:00","서울","경부선","1729","당정","203683","198133","경기도","군포시","당정동","938 당정역"
"2016-01-01 00:00:00","서울","경부선","1749","서동탄","46450","42840","경기도","오산시","외삼미로15번길","87"
"2016-01-01 00:00:00","서울","경부선","1750","광명","23536","19062","경기도","광명시","일직동","276-8 고속철도 광명역"
"2016-01-01 00:00:00","서울","경인선","1801","개봉","648337","657207","서울특별시","구로구","개봉동","415 개봉역"
"2016-01-01 00:00:00","서울","경인선","1802","오류동","359271","335878","서울특별시","구로구","오류동","66 오류동역사"
"2016-01-01 00:00:00","서울","경인선","1803","역곡","838633","812729","경기도","부천시","역곡동","382"
"2016-01-01 00:00:00","서울","경인선","1804","부천","1231650","1217657","경기도","부천시","춘의동","75-9 부천 LPG충전소"
"2016-01-01 00:00:00","서울","경인선","1805","송내","965878","936272","경기도","부천시","송내동","698-2"
"2016-01-01 00:00:00","서울","경인선","1806","부평","1164134","1289210","인천광역시","부평구","부평동","738-21 부평민자역사"
"2016-01-01 00:00:00","서울","경인선","1807","백운","256596","254208","인천광역시","부평구","십정동","541-1 백운역"
"2016-01-01 00:00:00","서울","경인선","1808","동암","732523","714388","인천광역시","부평구","십정동","541 동암역"
"2016-01-01 00:00:00","서울","경인선","1809","주안","833375","826976","인천광역시","남구","주안동","125 주안역사"
"2016-01-01 00:00:00","서울","경인선","1810","제물포","199515","187686","인천광역시","남구","숭의동","450-39 제물포 역사"
"2016-01-01 00:00:00","서울","경인선","1811","동인천","590404","547809","인천광역시","중구","인현동","1-613 동인천역(사)"
"2016-01-01 00:00:00","서울","경인선","1812","인천","100537","103833","인천광역시","중구","북성동1가","3-1 인천역"
"2016-01-01 00:00:00","서울","경인선","1813","구일","154436","152420","서울특별시","구로구","구로동","636-45 구일역"
"2016-01-01 00:00:00","서울","경인선","1814","소사","371858","366385","경기도","부천시","소사본동","395"
"2016-01-01 00:00:00","서울","경인선","1815","부개","305509","287522","인천광역시","부평구","부개동","468 경안복복선 전철 부개선상역사"
"2016-01-01 00:00:00","서울","경인선","1816","간석","196050","188004","인천광역시","남동구","간석동","757 간석역"
"2016-01-01 00:00:00","서울","경인선","1817","도원","98458","98409","인천광역시","동구","창영동","179-1 도원역"
"2016-01-01 00:00:00","서울","경인선","1821","온수","194300","188748","서울특별시","구로구","온수동","51-7 1호선 온수역"
"2016-01-01 00:00:00","서울","경인선","1822","중동","297159","279524","경기도","부천시","송내동","632 중동역"
"2016-01-01 00:00:00","서울","경인선","1823","도화","103820","94713","인천광역시","남구","도화동","668 도화역사"
"2016-01-01 00:00:00","서울","경원선","1009","서빙고","63195","64985","서울특별시","용산구","서빙고동","241-98 서빙고역"
"2016-01-01 00:00:00","서울","경원선","1010","한남","128668","128971","서울특별시","용산구","한남동","399-7 한남역"
"2016-01-01 00:00:00","서울","경원선","1012","응봉","54877","47778","서울특별시","성동구","응봉동","246 응봉역"
"2016-01-01 00:00:00","서울","경원선","1013","왕십리","472236","509771","서울특별시","성동구","행당동","192 왕십리역"
"2016-01-01 00:00:00","서울","경원선","1016","외대앞","340414","321136","서울특별시","동대문구","이문동","360-5 외대앞역"
"2016-01-01 00:00:00","서울","경원선","1017","신이문","288957","256439","서울특별시","동대문구","이문동","7 신이문역"
"2016-01-01 00:00:00","서울","경원선","1018","석계","318818","351550","서울특별시","노원구","월계동","36-4 석계역"
"2016-01-01 00:00:00","서울","경원선","1019","광운대","265833","244321","서울특별시","노원구","월계동","85 광운대역"
"2016-01-01 00:00:00","서울","경원선","1020","월계","145325","133357","서울특별시","노원구","월계동","263-1 월계역"
"2016-01-01 00:00:00","서울","경원선","1021","녹천","148396","121591","서울특별시","노원구","마들로5길","114"
"2016-01-01 00:00:00","서울","경원선","1901","방학","297734","288725","서울특별시","도봉구","방학동","728 방학역"
"2016-01-01 00:00:00","서울","경원선","1902","도봉","191693","183316","서울특별시","도봉구","도봉동","639 도봉역"
"2016-01-01 00:00:00","서울","경원선","1903","도봉산","130458","123390","서울특별시","도봉구","도봉로","964-33"
"2016-01-01 00:00:00","서울","경원선","1904","망월사","218870","222681","경기도","의정부시","호원동","50-5 망월사역"
"2016-01-01 00:00:00","서울","경원선","1905","회룡","389491","373165","경기도","의정부시","호원동","50-5 회룡역"
"2016-01-01 00:00:00","서울","경원선","1906","의정부","660864","692078","경기도","의정부시","의정부동","168-54 의정부민자역사"
"2016-01-01 00:00:00","서울","경원선","1907","가능","213940","201200","경기도","의정부시","가능동","197-1 가능역"
"2016-01-01 00:00:00","서울","경원선","1908","녹양","142600","127345","경기도","의정부시","녹양동","96-1 녹양역"
"2016-01-01 00:00:00","서울","경원선","1909","양주","257700","227647","경기도","양주시","남방동","94-1 양주역"
"2016-01-01 00:00:00","서울","경원선","1910","덕계","60008","55492","서울특별시","영등포구","여의대방로","300"
"2016-01-01 00:00:00","서울","경원선","1911","덕정","179341","172239","경기도","양주시","덕정동","350-14 덕정역"
"2016-01-01 00:00:00","서울","경원선","1912","지행","198345","194294","경기도","동두천시","지행동","424-1 지행역"
"2016-01-01 00:00:00","서울","경원선","1913","동두천 중앙","112907","108250","경기도","동두천시","생연동","726-3 동두천중앙역"
"2016-01-01 00:00:00","서울","경원선","1914","보산","53162","50415","경기도","동두천시","보산동","422 보산역"
"2016-01-01 00:00:00","서울","경원선","1915","동두천","60087","75268","경기도","동두천시","동두천동","245-210 동두천역"
"2016-01-01 00:00:00","서울","경원선","1916","소요산","113680","92414","경기도","동두천시","상봉암동","126-3 소요산역"
"2016-01-01 00:00:00","서울","안산선","1751","산본","539200","573734","경기도","군포시","산본동","1231 산본역"
"2016-01-01 00:00:00","서울","안산선","1752","대야미","115980","103654","경기도","군포시","대야미동","229-1 대야미역"
"2016-01-01 00:00:00","서울","안산선","1753","반월","148530","137446","경기도","안산시","상록구","건건동 산62-1 반월역"
"2016-01-01 00:00:00","서울","안산선","1754","상록수","600429","589229","경기도","안산시","상록구","본오동 1177 상록수역"
"2016-01-01 00:00:00","서울","안산선","1755","한대앞","265320","257976","경기도","안산시","상록구","이동 211-5 한대앞역"
"2016-01-01 00:00:00","서울","안산선","1756","중앙","498765","526049","경기도","안산시","단원구","고잔동 167-378 중앙역"
"2016-01-01 00:00:00","서울","안산선","1757","고잔","261106","254868","경기도","안산시","단원구","고잔동 453-67 고잔역"
"2016-01-01 00:00:00","서울","안산선","1758","초지","114763","107728","경기도","안산시","단원구","고잔동 453-67 고잔역"
"2016-01-01 00:00:00","서울","안산선","1759","안산","525390","483712","경기도","안산시","단원구","원곡동 325-12 안산역"
"2016-01-01 00:00:00","서울","안산선","1760","신길온천","48982","44883","경기도","안산시","단원구","신길동 216-2 신길온천역사"
"2016-07-01 00:00:00","서울","경부선","1723","지제","29591","28296","경기도","평택시","지제동","559-4"
"2016-01-01 00:00:00","서울","안산선","1761","정왕","239728","257383","경기도","시흥시","정왕동","2325-12 정왕역"
"2016-01-01 00:00:00","서울","안산선","1762","오이도","219553","210727","경기도","시흥시","정왕동","878"
"2016-01-01 00:00:00","서울","안산선","1763","수리산","134315","105074","경기도","군포시","산본동","1231-1 수리산역"
"2016-01-01 00:00:00","서울","과천선","1450","선바위","253674","219318","경기도","과천시","과천동","355 선바위역"
"2016-01-01 00:00:00","서울","과천선","1451","경마공원","262107","266355","경기도","과천시","과천동","654 경마공원역"
"2016-01-01 00:00:00","서울","과천선","1452","대공원","117882","125117","경기도","과천시","과천동","727-1 대공원역"
"2016-01-01 00:00:00","서울","과천선","1453","과천","157082","137770","경기도","과천시","별양동","2 과천역"
"2016-01-01 00:00:00","서울","과천선","1454","정부과천청사","359975","354224","경기도","과천시","별양동","1 정부과천청사역"
"2016-01-01 00:00:00","서울","과천선","1455","인덕원","712005","710472","경기도","안양시","동안구","관양동 1563 인덕원역"
"2016-01-01 00:00:00","서울","과천선","1456","평촌","444173","437147","경기도","안양시","동안구","관양동 1608-1 평촌역"
"2016-01-01 00:00:00","서울","과천선","1457","범계","923161","922136","경기도","안양시","동안구","호계동 1039-2 범계역"
"2016-01-01 00:00:00","서울","분당선","1024","한티","429554","443636","서울특별시","강남구","대치동","1011-28 한티역"
"2016-01-01 00:00:00","서울","분당선","1026","구룡","56442","55052","서울특별시","강남구","개포동","175-3 구룡역"
"2016-01-01 00:00:00","서울","분당선","1027","개포동","106152","108261","서울특별시","강남구","개포동","195 개포동역"
"2016-01-01 00:00:00","서울","분당선","1028","대모산입구","115096","106210","서울특별시","강남구","일원동","700-1 대모산입구역"
"2016-01-01 00:00:00","서울","분당선","1031","복정","5","0","서울특별시","송파구","장지동","596-21 복정역"
"2016-01-01 00:00:00","서울","분당선","1847","서울숲","161920","156233","서울특별시","성동구","성수동1가","656-436 서울숲역"
"2016-01-01 00:00:00","서울","분당선","1848","압구정로데오","438943","491960","서울특별시","강남구","압구정동","495 압구정로데오역"
"2016-01-01 00:00:00","서울","분당선","1849","강남구청","254606","295151","서울특별시","강남구","삼성동","111-44 강남구청역"
"2016-01-01 00:00:00","서울","분당선","1850","선정릉","227123","249920","서울특별시","강남구","삼성동","111-114 선정릉역"
"2016-01-01 00:00:00","서울","분당선","1851","가천대","204353","236976","경기도","성남시","수정구","태평동 7131 가천대역"
"2016-01-01 00:00:00","서울","분당선","1852","태평","438825","427639","경기도","성남시","수정구","수진동 4808 태평역"
"2016-01-01 00:00:00","서울","분당선","1853","모란","723308","693838","경기도","성남시","수정구","수진동 4518 모란역"
"2016-01-01 00:00:00","서울","분당선","1854","야탑","834935","868186","경기도","성남시","분당구","성남대로 지하 903번"
"2016-01-01 00:00:00","서울","분당선","1855","서현","817981","836467","경기도","성남시","분당구","서현동 263 서현역"
"2016-01-01 00:00:00","서울","분당선","1856","수내","414100","412317","경기도","성남시","분당구","수내동 14 수내역"
"2016-01-01 00:00:00","서울","분당선","1857","정자","511921","547137","경기도","성남시","분당구","정자동 95-1 정자역"
"2016-01-01 00:00:00","서울","분당선","1858","미금","656602","693013","경기도","성남시","분당구","금곡동 222 미금역"
"2016-01-01 00:00:00","서울","분당선","1859","오리","470775","385326","경기도","성남시","분당구","구미동 197-1 오리역"
"2016-01-01 00:00:00","서울","분당선","1860","이매","148910","142080","경기도","성남시","분당구","이매동 129-1 이매역"
"2016-01-01 00:00:00","서울","분당선","1861","보정","83814","66606","경기도","용인시","기흥구","보정동 1285 보정역"
"2016-01-01 00:00:00","서울","분당선","1862","죽전","641267","703071","경기도","용인시","수지구","죽전동 1289 (주)신세계백화점경기점"
